,SourceID,Dec,RA,status
157,6000243094232,39.4437529,116.2174425,Unreferenced
158,6000258163482,-1.3621134,197.8707392,Referenced
159,6000258164835,-1.353952,197.8846811,Referenced
160,6000268374606,37.7457877,109.3431595,Referenced
161,6000273127128,-13.437835,51.8674336,Unreferenced
162,6000281084855,-1.0589168,323.7941074,Unreferenced
163,6000290326759,24.07809,215.9353332,Referenced
164,6000295495627,-0.3939003,139.06006409999998,Referenced
165,6000302601545,-3.5307306000000005,42.0099396,Referenced
166,6000311677133,58.548535,175.605621,Unreferenced
167,6000318629073,-24.0126452,63.9545998,Referenced
168,6000324335032,52.7308735,214.6585764,Referenced
169,6000341475805,51.2660646,176.996001,Unreferenced
170,6000356897830,39.4409959,116.2126468,Referenced
171,6000357770783,-44.8581315,310.2278707,Unreferenced
172,6000360825078,39.4439628,116.2250933,Referenced
173,6000381960188,-1.3659416000000002,197.8828607,Referenced
174,6000388270894,22.4107118,177.3935501,Referenced
175,6000395783503,-53.0240307,41.399211,Unreferenced
176,6000395919218,-14.0098812,333.7370307,Unreferenced
177,6000397062297,-8.4196503,24.2727786,Unreferenced
178,6000399413005,-1.5657927,39.9631541,Referenced
179,6000402550471,-23.4354495,44.2842705,Referenced
180,6000404322761,-12.386773800000002,6.3747849,Unreferenced
181,6000407001090,-29.9431465,59.7102803,Referenced
182,6000412898716,-24.6976118,205.5098126,Unreferenced
183,6000443699740,39.4425188,116.2256318,Referenced
184,6000447822820,-11.764453,206.8757085,Referenced
185,6000448705363,-8.802540400000002,181.5447402,Referenced
186,6000455021292,-13.4376555,51.86816760000001,Unreferenced
187,6000510719141,-1.3607018999999998,197.8783877,Referenced
188,6000526368192,2.6921101000000003,150.16052290000005,Referenced
