,SourceID,Dec,RA,status
0,4000724527109,54.3321877,211.5177666,Unreferenced
1,4000756341571,40.26226920000001,295.1869653,Unreferenced
2,4000774467385,21.8706801,186.7151582,Referenced
3,4000774467418,21.8714437,186.7138667,Referenced
4,4000789637283,39.6996201,14.178788,Unreferenced
5,4000840128863,37.6905902,109.5018208,Unreferenced
6,4000849116483,65.5253182,242.2593627,Unreferenced
7,4000851489345,-35.146989700000006,336.9446564,Unreferenced
8,4000859572693,9.1509094,9.2896015,Referenced
9,4000860085634,40.6923443,11.5266076,Unreferenced
10,4000862191589,-7.8335118,8.4614828,Unreferenced
11,4000874987138,22.8502145,262.9284627,Unreferenced
12,4000879716289,0.2989349,5.6010055,Unreferenced
13,4000895306159,2.6459884,150.0766791,Referenced
14,4000896310741,-15.006917800000002,43.17314860000001,Unreferenced
15,4000896311189,-14.9902431,43.1889189,Unreferenced
16,4000901245256,-41.40632479999999,192.478183,Unreferenced
17,4000903474335,27.901090600000003,194.9077472,Unreferenced
18,4000903797897,-1.556121,169.40930769999997,Unreferenced
19,4000904038181,43.0703114,241.1242445,Referenced
20,4000909263743,64.1360116,153.2245904,Unreferenced
21,4000914327019,23.9236927,186.8240149,Unreferenced
22,4000921435502,-30.3515112,3.4781174,Unreferenced
23,4000932306749,-58.5115869,38.6606446,Unreferenced
24,4000939559892,-30.413492,3.5770008,Referenced
25,4000943594673,63.765026,178.74486059999995,Unreferenced
26,4000953594185,37.6907109,109.5020353,Unreferenced
27,4000956847935,65.5411553,242.3086516,Referenced
28,4000961670411,-38.9892344,345.3727146,Unreferenced
29,4000965899225,22.4242462,177.38882969999997,Unreferenced
30,4000968013560,53.09068829999999,215.4044301,Unreferenced
31,4000986556069,37.6761961,109.4182443,Unreferenced
32,4001019452320,59.6212027,259.4566856,Unreferenced
33,4001029444184,2.0843903000000004,149.4850225,Referenced
34,4001035734638,-1.0291002,323.8031724,Referenced
35,4001047910695,28.9913207,189.0462192,Unreferenced
36,4001050404981,54.5385912,211.24031180000003,Unreferenced
37,4001051284167,-37.5704188,13.7438046,Unreferenced
38,4001062686505,2.6747891,150.28534380000005,Referenced
39,4001072378605,2.4845215,131.6793783,Unreferenced
40,4001073139661,-24.0895537,64.0171548,Referenced
41,4001085570104,-26.5105769,175.19014219999997,Unreferenced
42,4001085624841,-47.687927,201.3971469,Unreferenced
43,4001086070052,10.310373,349.4806236,Unreferenced
44,4001093597101,42.4585245,35.7357686,Unreferenced
45,4001094751241,-2.2217818,52.4202957,Unreferenced
46,4001095661350,59.9929586,258.5793019,Unreferenced
47,4001104618306,78.3848916,275.8281904,Unreferenced
48,4001105865007,40.69188920000001,11.5626903,Unreferenced
49,4001106921176,35.948177,35.2507135,Unreferenced
50,4001117510326,62.1768297,189.4667522,Unreferenced
51,4001118751367,40.9742415,249.2305101,Unreferenced
52,4001120863723,-1.3237419,197.9044196,Referenced
53,4001122398675,44.7423849,132.1398006,Referenced
54,4001122543807,41.6559863,12.542207199999998,Unreferenced
55,4001125986036,53.1794084,215.494569,Unreferenced
56,4001148173312,51.921668200000006,98.837029,Unreferenced
57,4001155873496,-9.4374854,328.9186938,Unreferenced
58,4001156420537,-55.94346450000001,104.6304339,Referenced
59,4001160271066,66.3349397,239.1059124,Unreferenced
60,4001165321955,-7.6908121,322.386095,Unreferenced
61,4001167370343,-34.798514700000005,344.703595,Referenced
62,4001168404371,-16.395832199999994,44.2153791,Unreferenced
63,4001170529133,34.9513475,217.7350936,Unreferenced
64,4001170529224,34.9512745,217.7347117,Unreferenced
65,4001181583439,21.8781097,186.6774433,Unreferenced
66,4001185884761,37.7517686,109.4026157,Referenced
67,4001188019309,34.5687237,216.2463519,Unreferenced
68,4001193743514,69.0938236,265.1748834,Unreferenced
69,4001196626982,43.24223189999999,241.14987830000004,Unreferenced
70,4001204531342,-12.7478515,165.9007642,Unreferenced
71,4001210248347,-69.67849090000001,329.2897601,Unreferenced
72,4001215753463,50.4517807,135.8813311,Unreferenced
73,4001218186192,-0.5226017,173.26121669999995,Unreferenced
74,4001220059081,-4.6341391,32.3995484,Unreferenced
75,4001220059229,-4.6250471,32.4031985,Unreferenced
76,4001231705061,28.0144586,188.9592007,Unreferenced
77,4001231999738,-44.535125,342.1754541,Referenced
78,4001237743902,64.2071351,255.32864640000005,Unreferenced
79,4001238735878,17.592730399999994,328.4502686,Unreferenced
80,4001238736702,17.6036877,328.4657999,Unreferenced
81,4001239548356,60.36883810000001,258.3120255,Unreferenced
82,4001244381686,39.77693729999999,11.0677613,Unreferenced
83,4001244798333,-8.7954044,181.5469936,Referenced
84,4001252408973,-8.444650300000001,24.3547152,Unreferenced
85,4001253189546,18.2065834,353.765399,Unreferenced
86,4001253199420,-19.3421343,306.6910559,Unreferenced
87,4001253489411,-1.5849753,39.9710216,Referenced
88,4001254418630,-22.0953707,298.1563652,Unreferenced
89,4001254886465,26.2744926,7.656519,Unreferenced
90,4001257994644,2.2426384,172.77233169999997,Unreferenced
91,4001257994797,2.2349834,172.7832909,Unreferenced
92,4001258944349,-3.8279937999999993,332.9672043,Unreferenced
93,4001259040354,-43.5131406,56.1166573,Unreferenced
94,4001261006379,-28.030415,82.84799759999999,Unreferenced
95,4001261491790,14.4470368,19.0722184,Unreferenced
96,4001261859524,-11.8841224,64.3853003,Unreferenced
97,4001262813291,-58.9679188,43.5487417,Unreferenced
98,4001262813751,-58.9419898,43.611651,Unreferenced
99,4001262959588,-81.0556053,139.5363395,Unreferenced
100,4001262959626,-81.055649,139.5312401,Unreferenced
101,4001264283032,-33.5242116,289.2896397,Unreferenced
102,4001265624328,11.8134986,161.7859803,Unreferenced
103,4001267769194,-0.0414156,36.1448794,Referenced
104,4001268010437,-18.6864182,145.8305532,Unreferenced
105,4001272967467,59.6214377,259.4565342,Unreferenced
106,4001274865589,22.4242406,177.38888730000005,Unreferenced
107,4001277528090,31.2283014,23.7612403,Unreferenced
108,4001277593100,40.2742328,12.2474604,Unreferenced
109,4001278408263,-15.0350739,329.5425428000001,Unreferenced
110,4001300038958,13.4428334,185.4708029,Unreferenced
111,4001309439640,18.5994545,130.51188729999998,Unreferenced
112,4001317886185,55.0140979,177.6977584,Unreferenced
113,4001318378306,-13.4482522,51.8629419,Unreferenced
114,4001318378653,-13.4378566,51.8681526,Unreferenced
115,4001318378761,-13.4356439,51.8661229,Unreferenced
116,4001322470474,19.2216983,127.7594618,Unreferenced
117,4001327823424,35.9211549,35.2466285,Unreferenced
118,4001329287299,-52.7834116,70.0485405,Unreferenced
119,4001329774662,-43.5438773,56.0607668,Unreferenced
120,4001366149890,62.3915329,189.1164108,Unreferenced
121,4001368788276,-24.1456152,64.08360210000001,Referenced
122,4001375467372,-1.3613743,197.8797293,Referenced
123,4001375468746,-1.313841,197.8632213,Referenced
124,4001387614116,70.2368903,101.9966604,Referenced
125,4001387615302,70.258438,102.0052662,Unreferenced
126,4001396286277,54.45721329999999,210.5972547,Unreferenced
127,4001400653752,35.063098,219.2884787,Unreferenced
128,4001402929039,17.055784600000006,6.7821369,Unreferenced
129,4001420965604,33.5615967,147.7733559,Unreferenced
130,4001425442495,-64.44014150000001,340.4187755,Unreferenced
131,4001426074111,-1.3655643999999998,197.884429,Referenced
132,4001426075545,-1.3403472,197.8665268,Referenced
133,4001426076544,-1.3247087,197.8609935,Referenced
134,4001429974669,-18.984213600000004,180.38736,Unreferenced
135,4001430085881,66.1573655,248.5712444,Unreferenced
136,4001437285677,-66.1506215,80.37890820000001,Unreferenced
137,4001443890025,-1.3470301000000002,197.8662358,Referenced
138,4001444900780,-15.3818587,50.4973963,Unreferenced
139,4001452963228,26.4156076,157.3129359,Unreferenced
140,4001453853238,-12.6385591,185.8861535,Unreferenced
141,4001454736772,46.6852721,250.2694378,Unreferenced
142,4001457862379,-31.776978000000003,201.9910649,Unreferenced
143,6000155688771,3.140523,133.1830183,Unreferenced
144,6000156327993,-84.8838138,53.3400068,Unreferenced
145,6000157208555,37.7448034,109.364835,Referenced
146,6000165232286,2.8768402,210.2431083,Referenced
147,6000166032919,-1.5973278,39.9668596,Referenced
148,6000176573452,-24.0807986,64.0263538,Referenced
149,6000179381893,62.2122442,189.4081254,Referenced
150,6000182608312,22.4106565,177.39364890000004,Referenced
151,6000189901043,-10.0896292,27.60299,Unreferenced
152,6000193669833,-30.3821005,3.5935977999999995,Referenced
153,6000225472709,-1.3211106,197.8914644,Referenced
154,6000226514664,-1.5925271,39.975622,Unreferenced
155,6000226515470,-1.5729253,39.96035870000001,Referenced
156,6000242186034,-2.082761,351.8442849,Unreferenced
