,SourceID,Dec,RA,status
0,4000800722449,-12.3881589,6.3533532999999975,Unreferenced
1,4000879712612,0.3178771999999999,5.6202176,Unreferenced
2,4000889752623,-3.4947647000000006,164.3665572,Unreferenced
3,4001116569188,52.0787479,74.9622734,Referenced
4,4001259133167,-12.3879345,6.3534522,Unreferenced
5,4001457015924,43.5237,214.3103056,Unreferenced
6,6000283692266,-76.6991855,167.79506840000005,Referenced
7,6000296177301,51.8860948,158.77932119999997,Unreferenced
8,6000398421676,41.006522,203.8186823,Unreferenced
