,SourceID,Dec,RA,status
0,4000836827317,1.7019578999999998,149.5517281,Referenced
1,4000926673817,52.9115985,214.7031752,Referenced
2,4001009456297,52.9195103,214.809716,Referenced
3,4001202522928,1.8050279,150.1638179,Referenced
4,4001202525177,1.9042655,150.4403371,Referenced
5,4001246567953,52.8470985,214.9060719,Referenced
